file_name,speaker,phishing_type,text
phishing_026_cy1,0,가족지인사칭형,OOO야  나 네 형이야. 급하게 돈 좀 보내줄래?
phishing_026_cy1,1,가족지인사칭형,'여보세요  형이지? 무슨 일인데  왜 전화했어?'
phishing_026_cy1,0,가족지인사칭형,'친구가 사고를 당해서 병원비가 필요해. 빨리 해결해야 해.'
phishing_026_cy1,1,가족지인사칭형,진짜 형 맞아? 목소리가 좀 이상하게 들리네.
phishing_026_cy1,0,가족지인사칭형,응  맞아. 전화기가 고장 나서 다른 전화기로 쓰고 있어.
phishing_027_cy1,0,가족지인사칭형,안녕하세요  OOO? 엄마야. 급히 돈 좀 보내줄 수 있어?
phishing_027_cy1,1,가족지인사칭형,'엄마  왜 이렇게 갑자기 전화했어?'
phishing_027_cy1,0,가족지인사칭형,'은행에서 문제가 생겨서 즉시 돈을 보내야 해. 후에 자세히 설명할게.'
phishing_027_cy1,1,가족지인사칭형,'뭔가 이상한 점이 있는 것 같은데... 직접 은행에 문의해 보겠어.'
phishing_027_cy1,0,가족지인사칭형,그렇게 하면 안 돼. 지금 즉시 처리해야 해.
phishing_028_cy1,0,가족지인사칭형,'OOO야  아빠야. 지금 은행에서 문제가 생겼어. 돈이 좀 필요하니 도와줄 수 있을까?'
phishing_028_cy1,1,가족지인사칭형,'네? 무슨 일이에요? 왜 갑자기 그러는 거예요?'
phishing_028_cy1,0,가족지인사칭형,'내 계좌가 잠겼어. 빨리 해제해야 하니까  신속하게 이체해줘.'
phishing_028_cy1,1,가족지인사칭형,'아빠의 목소리 같지 않은데... 무슨 일이 있는지 알아보겠어.'
phishing_028_cy1,0,가족지인사칭형,'전화가 연결되지 않을 거예요  빨리 해결해야 합니다.'
phishing_029_cy1,0,가족지인사칭형,'여보세요  OOO님? 경찰입니다. 가족분께서 사고를 당하셔서 병원에 계십니다.'
phishing_029_cy1,1,가족지인사칭형,'네? 어느 병원인지 좀 말씀해 주실래요?'
phishing_029_cy1,0,가족지인사칭형,'먼저 병원비를 정리해야 합니다. 즉시 송금이 가능하신가요?'
phishing_029_cy1,1,가족지인사칭형,정말 경찰이신가요? 경찰서에 직접 확인해보겠습니다.
phishing_029_cy1,0,가족지인사칭형,'시간이 부족합니다. 신속하게 처리해 주셔야 합니다.'
phishing_030_cy1,0,가족지인사칭형,'안녕하세요  OOO입니다. 급하게 돈이 필요해서 연락했어.'
phishing_030_cy1,1,가족지인사칭형,'OOO? 무슨 일이야? 왜 돈이 필요해?'
phishing_030_cy1,0,가족지인사칭형,'친구가 사고를 당해서 치료비를 먼저 지급해야 해.'
phishing_030_cy1,1,가족지인사칭형,진짜야? 어디 다쳤어?
phishing_030_cy1,0,가족지인사칭형,'병원에서 진찰 중인데 시간이 부족해. 빨리 보내줘.'
phishing_031_cy1,0,가족지인사칭형,'OOO야  내 폰이 망가져서 임시 번호로 연락할게.'
phishing_031_cy1,1,가족지인사칭형,'어  OOO야? 진짜 너 맞아?'
phishing_031_cy1,0,가족지인사칭형,응  나 맞아. 그런데 지금 좀 급한 일이 생겼어.
phishing_031_cy1,1,가족지인사칭형,'무슨 일이에요?'
phishing_031_cy1,0,가족지인사칭형,'은행에서 문제가 생겨서 너의 도움이 필요해.'
phishing_032_cy1,0,가족지인사칭형,OOO야  나야. 지금 상황이 좀 애매해.
phishing_032_cy1,1,가족지인사칭형,무슨 일이야? 어디야?
phishing_032_cy1,0,가족지인사칭형,저 지금 경찰서에 있어요. 그런데 금전적으로 문제가 생겼어요.
phishing_032_cy1,1,가족지인사칭형,'경찰서요? 무슨 일로 오셨나요?'
phishing_032_cy1,0,가족지인사칭형,'나중에 자세히 설명할게. 지금은 먼저 돈 좀 보내줘.'
phishing_033_cy1,0,가족지인사칭형,'엄마  OOO인데 전화해줄 수 있어?'
phishing_033_cy1,1,가족지인사칭형,'OOO  이 번호 너 번호 아닌 것 같아?'
phishing_033_cy1,0,가족지인사칭형,맞아  이건 임시로 사용되는 번호야. 은행에서 문제가 발생했어.
phishing_033_cy1,1,가족지인사칭형,정말이에요? 무슨 일이 있었던 거예요?
phishing_033_cy1,0,가족지인사칭형,'계좌가 잠겨서 지금 바로 해제해야 해.'
phishing_034_cy1,0,가족지인사칭형,'이모  저 OOO인데 좀 연락해줄래?'
phishing_034_cy1,1,가족지인사칭형,OOO야? 목소리가 좀 다르게 들리네?
phishing_034_cy1,0,가족지인사칭형,'지금 병원에서 긴급한 상황이야. 돈이 필요해.'
phishing_034_cy1,1,가족지인사칭형,무슨 병원인지 말해줄 수 있어? 어디가 아픈 거야?
phishing_034_cy1,0,가족지인사칭형,'응급처치를 받고 있어. 빨리 보내줘야 해.'
phishing_035_cy1,0,가족지인사칭형,아빠  제가 휴대폰을 잃어버려서 임시 번호로 연락드리는 거예요.
phishing_035_cy1,1,가족지인사칭형,어  OOO 맞죠? 무슨 일 있으세요?
phishing_035_cy1,0,가족지인사칭형,네  맞아요. 친구가 사고를 당했는데 병원비가 급하게 필요해요. 도와주실 수 있으신가요?
phishing_035_cy1,1,가족지인사칭형,'무슨 일이야? 괜찮은 거니?'
phishing_035_cy1,0,가족지인사칭형,'돈을 빨리 보내주시면 바로 문제를 해결할 수 있을 것 같아요. 나중에 상세히 설명해드릴게요.'
phishing_036_cy1,0,가족지인사칭형,'엄마  저 OOO인데요. 갑자기 문제가 발생했어요.'
phishing_036_cy1,1,가족지인사칭형,무슨 일 있어? 어디 아픈 거야?
phishing_036_cy1,0,가족지인사칭형,아니요  제 친구가 사고를 당해서 돈을 급히 필요로 하고 있어요.
phishing_036_cy1,1,가족지인사칭형,정말인가요? 왜 친구 번호로 전화한 거죠?
phishing_036_cy1,0,가족지인사칭형,'제 핸드폰이 망가져서요. 급하게 돈 좀 보내주세요.'
phishing_037_cy1,0,가족지인사칭형,안녕하세요  OOO입니다. 휴대폰이 고장나서 임시 번호로 연락드렸습니다.
phishing_037_cy1,1,가족지인사칭형,'OOO야? 무슨 일 있어? 괜찮은 거 맞지?'
phishing_037_cy1,0,가족지인사칭형,아빠  친구가 교통사고를 당했어요. 병원비가 필요하다고 해요.
phishing_037_cy1,1,가족지인사칭형,너무 믿기지가 않네. 정말 OOO 맞는 거야?
phishing_037_cy1,0,가족지인사칭형,네  정말입니다. 부탁드리니 서둘러 주세요.
phishing_038_cy1,0,가족지인사칭형,형  나 OOO야. 지금 엄청난 일이 생겼어.
phishing_038_cy1,1,가족지인사칭형,무슨 일이야? 아프니?
phishing_038_cy1,0,가족지인사칭형,'아니  내 친구가 사고를 당해서 병원비가 필요해.'
phishing_038_cy1,1,가족지인사칭형,'너 OOO 맞아? 요즘 사기 전화가 많이 온다던데.'
phishing_038_cy1,0,가족지인사칭형,'그래  형. 정말 긴급하니 빨리 전달해줘.'
phishing_039_cy1,0,가족지인사칭형,'엄마  저 OOO예요. 좀 급한 일이 생겼어.'
phishing_039_cy1,1,가족지인사칭형,'OOO야? 무슨 일이야  왜 이렇게 급해?'
phishing_039_cy1,0,가족지인사칭형,'친구가 교통사고를 당해서 병원비가 급해요.'
phishing_039_cy1,1,가족지인사칭형,정말인가요? 요즘은 사기가 너무 많아서 걱정이에요.
phishing_039_cy1,0,가족지인사칭형,'저도 알고 있어요  그런데 지금 상황이 진짜예요. 제발 빨리 도와주세요.'
phishing_040_cy1,0,가족지인사칭형,안녕하세요  지금 매우 급한 일이 생겼어요. 저 OOO입니다. 제 휴대폰이 망가져버렸어요.
phishing_040_cy1,1,가족지인사칭형,'아  OOO라고? 무슨 일이야?'
phishing_040_cy1,0,가족지인사칭형,'학교에서 문제가 생겨서 병원비가 급하게 필요해요. 빨리 송금해 줘야 해요.'
phishing_040_cy1,1,가족지인사칭형,'정말이에요? 어떤 병원인데요? 제가 직접 가볼게요.'
phishing_040_cy1,0,가족지인사칭형,'여기서는 즉시 송금하는 게 더 빠른 방법이에요. 나중에 자세히 설명해 드릴게요.'
phishing_041_cy1,0,가족지인사칭형,아빠  지금 OOO인데요. 친구가 교통사고를 당해서 돈이 정말 급하게 필요해요.
phishing_041_cy1,1,가족지인사칭형,'뭐라고? 왜 이런 상황이 생긴 거야? 지금 어디야?'
phishing_041_cy1,0,가족지인사칭형,병원에 있는데  돈이 없어서 친구가 큰일이에요.
phishing_041_cy1,1,가족지인사칭형,어떤 병원인지 알려줘. 내가 직접 가서 확인할게.
phishing_041_cy1,0,가족지인사칭형,지금 계좌로 넣어주시는 게 좋겠어요  그렇게 하지 마세요.
phishing_042_cy1,0,가족지인사칭형,안녕하세요  OO 선생님이신가요? 저는 OOO의 친구입니다.
phishing_042_cy1,1,가족지인사칭형,'네  그렇습니다. 무슨 도움이 필요하신가요?'
phishing_042_cy1,0,가족지인사칭형,'OOO가 교통사고를 당해서 병원에 입원해 있습니다. 돈이 급히 필요해요.'
phishing_042_cy1,1,가족지인사칭형,'아  그렇군요. 어떤 도움을 드릴 수 있을까요?'
phishing_042_cy1,0,가족지인사칭형,'돈을 지금 바로 계좌로 송금해 주시면 정말 감사하겠습니다.'
phishing_043_cy1,0,가족지인사칭형,'안녕하세요? 엄마  나 OOO야. 큰일이야!'
phishing_043_cy1,1,가족지인사칭형,OOO야? 무슨 일이니? 왜 그러는 거야?
phishing_043_cy1,0,가족지인사칭형,'친구와 여행 중에 문제가 생겼어요. 돈이 급히 필요해요.'
phishing_043_cy1,1,가족지인사칭형,얼마나 필요해? 어디로 보내야 하지?
phishing_043_cy1,0,가족지인사칭형,'내 계좌번호를 알려줄게. 빨리 송금해줘.'
phishing_044_cy1,0,가족지인사칭형,'안녕하세요  아빠? 나 OOO야. 휴대폰이 고장 나서 임시번호로 연락해.'
phishing_044_cy1,1,가족지인사칭형,OOO야  무슨 일이냐? 왜 그렇게 말해?
phishing_044_cy1,0,가족지인사칭형,'내 친구가 교통사고를 당했어. 현재 돈이 매우 필요해. 조금 도와줄 수 있을까?'
phishing_044_cy1,1,가족지인사칭형,'어디로 송금해야 하지? 좀 더 구체적으로 설명해줘.'
phishing_044_cy1,0,가족지인사칭형,지금 병원에 있어서 바로 보내주시면 큰 도움이 될 것 같아요.
phishing_045_cy1,0,가족지인사칭형,여보세요  OOO야. 정말 오랜만이네! 어떻게 지냈어?
phishing_045_cy1,1,가족지인사칭형,'어  OOO? 나야  오빠인데 갑자기 무슨 일이야?'
phishing_045_cy1,0,가족지인사칭형,지금 급하게 돈이 필요해. 처리해야 할 일이 생겼거든.
phishing_045_cy1,1,가족지인사칭형,'무슨 일이야? 갑자기 돈 얘기를 하니까 좀 놀랐어.'
phishing_045_cy1,0,가족지인사칭형,'내 친구가 사고를 당했어. 그래서 내가 먼저 돈을 좀 보내야 해. 나중에 자세히 설명할게.'
phishing_046_cy1,0,가족지인사칭형,안녕하세요  OOO씨 맞으신가요? 서울경찰청입니다.
phishing_046_cy1,1,가족지인사칭형,'네? 서울 경찰청이라고요? 무슨 일 때문인가요?'
phishing_046_cy1,0,가족지인사칭형,'OOO님의 아드님이 사고를 당하셨습니다. 병원비가 지금 당장 필요합니다.'
phishing_046_cy1,1,가족지인사칭형,'아들이요? 사고가 어디에서 발생했죠? 제가 직접 확인해봐야 할 것 같아요.'
phishing_046_cy1,0,가족지인사칭형,'지금 당장 돈을 보내주셔야 해요. 계좌 번호 알려드릴게요.'
phishing_047_cy1,0,가족지인사칭형,안녕하세요  OOO님? 저희는 보험회사입니다.
phishing_047_cy1,1,가족지인사칭형,네  OOO입니다. 보험사에서 전화가 왔다고 하셨는데 어떤 일로 전화하셨나요?
phishing_047_cy1,0,가족지인사칭형,'아드님이 교통사고를 당하셔서 병원비 청구를 해야 합니다.'
phishing_047_cy1,1,가족지인사칭형,'아들이세요? 그런 전화는 받지 못했는데  확인해볼게요.'
phishing_047_cy1,0,가족지인사칭형,'크게 기회를 놓칠 수 있으니  지금 즉시 송금을 해주셔야 합니다.'
phishing_048_cy1,0,가족지인사칭형,안녕하세요  OOO 이모 맞으시죠? 저는 OOO입니다.
phishing_048_cy1,1,가족지인사칭형,'OOO야? 목소리가 좀 이상한데 무슨 일이야?'
phishing_048_cy1,0,가족지인사칭형,'돈이 지금 당장 필요해요  친구에게 큰 문제가 생겼어요.'
phishing_048_cy1,1,가족지인사칭형,'너무 이상한 일이야. 친구가 왜 너한테 돈을 달라고 하는 거지?'
phishing_048_cy1,0,가족지인사칭형,'설명할 여유가 없어요. 이모  제발 좀 도와주세요.'
phishing_049_cy1,0,가족지인사칭형,'OOO님  안녕하세요? 국세청입니다.'
phishing_049_cy1,1,가족지인사칭형,네  OOO입니다. 어떤 일이죠?
phishing_049_cy1,0,가족지인사칭형,'OOO님의 아드님이 세금 관련하여 조사를 받고 계십니다. 신속하게 납부하셔야 합니다.'
phishing_049_cy1,1,가족지인사칭형,'그런 전화를 받긴 한 적이 없어요. 직접 확인해보겠습니다.'
phishing_049_cy1,0,가족지인사칭형,'지금 송금하지 않으면 큰 문제가 발생할 수 있습니다.'
phishing_050_cy1,0,가족지인사칭형,'안녕하세요  OOO 어머님이신가요? OOO가 사고 나서 지금 병원에 있습니다.'
phishing_050_cy1,1,가족지인사칭형,'네? OOO가 사고를 당했다고요? 지금 어디에 계신 건가요?'
phishing_050_cy1,0,가족지인사칭형,지금 응급실에 있는데  수술비가 필요해서 급하게 연락드렸어요.
phishing_050_cy1,1,가족지인사칭형,'아  그렇군요. 금액이 어느 정도 필요하신가요?'
phishing_050_cy1,0,가족지인사칭형,'200만 원 정도 필요해요. 빠른 송금 부탁드립니다.'
phishing_051_cy1,0,가족지인사칭형,여보세요? 나 OOO야. 내 핸드폰이 고장 나서 친구 전화로 연락했어.
phishing_051_cy1,1,가족지인사칭형,'어? OOO야? 무슨 일이야?'
